eo_id,year,text_source,classification,char_count,page_count,md_path
1964-EO-181-p258,1964,ocr-vlm,scanned,3266,1,corpus/1964/1964-EO-181-p258.md
1965-EO-181-p259,1965,ocr-vlm,scanned,1964,2,corpus/1965/1965-EO-181-p259.md
1965-EO-181-p261,1965,ocr-vlm,scanned,6538,4,corpus/1965/1965-EO-181-p261.md
1966-EO-019,1966,ocr-vlm,scanned,138,1,corpus/1966/1966-EO-019.md
1966-EO-019-p002,1966,ocr-vlm,scanned,1005,1,corpus/1966/1966-EO-019-p002.md
1966-EO-019-p003,1966,ocr-vlm,scanned,1413,1,corpus/1966/1966-EO-019-p003.md
1966-EO-019-p004,1966,ocr-vlm,scanned,191,1,corpus/1966/1966-EO-019-p004.md
1966-EO-019-p005,1966,ocr-vlm,scanned,1158,1,corpus/1966/1966-EO-019-p005.md
1966-EO-019-p006,1966,ocr-vlm,scanned,1018,1,corpus/1966/1966-EO-019-p006.md
1966-EO-019-p007,1966,ocr-vlm,scanned,1433,1,corpus/1966/1966-EO-019-p007.md
1966-EO-019-p008,1966,ocr-vlm,scanned,2062,1,corpus/1966/1966-EO-019-p008.md
1966-EO-019-p009,1966,ocr-vlm,scanned,826,1,corpus/1966/1966-EO-019-p009.md
1966-EO-019-p010,1966,ocr-vlm,scanned,1670,1,corpus/1966/1966-EO-019-p010.md
1966-EO-019-p011,1966,ocr-vlm,scanned,1744,1,corpus/1966/1966-EO-019-p011.md
1966-EO-019-p012,1966,ocr-vlm,scanned,1537,1,corpus/1966/1966-EO-019-p012.md
1966-EO-019-p013,1966,ocr-vlm,scanned,2067,1,corpus/1966/1966-EO-019-p013.md
1966-EO-019-p014,1966,ocr-vlm,scanned,1423,1,corpus/1966/1966-EO-019-p014.md
1966-EO-019-p015,1966,ocr-vlm,scanned,779,1,corpus/1966/1966-EO-019-p015.md
1966-EO-019-p016,1966,ocr-vlm,scanned,953,1,corpus/1966/1966-EO-019-p016.md
1966-EO-019-p017,1966,ocr-vlm,scanned,1682,1,corpus/1966/1966-EO-019-p017.md
1966-EO-019-p018,1966,ocr-vlm,scanned,1118,1,corpus/1966/1966-EO-019-p018.md
1966-EO-019-p019,1966,ocr-vlm,scanned,967,1,corpus/1966/1966-EO-019-p019.md
1966-EO-019-p020,1966,ocr-vlm,scanned,1401,1,corpus/1966/1966-EO-019-p020.md
1966-EO-019-p021,1966,ocr-vlm,scanned,1843,1,corpus/1966/1966-EO-019-p021.md
1966-EO-019-p022,1966,ocr-vlm,scanned,1592,1,corpus/1966/1966-EO-019-p022.md
1966-EO-019-p023,1966,ocr-vlm,scanned,1044,1,corpus/1966/1966-EO-019-p023.md
1966-EO-019-p024,1966,ocr-vlm,scanned,5499,1,corpus/1966/1966-EO-019-p024.md
1966-EO-019-p025,1966,ocr-vlm,scanned,1497,1,corpus/1966/1966-EO-019-p025.md
1966-EO-019-p026,1966,ocr-vlm,scanned,3233,3,corpus/1966/1966-EO-019-p026.md
1966-EO-019-p029,1966,ocr-vlm,scanned,1218,1,corpus/1966/1966-EO-019-p029.md
1966-EO-019-p030,1966,ocr-vlm,scanned,1432,1,corpus/1966/1966-EO-019-p030.md
1966-EO-019-p031,1966,ocr-vlm,scanned,1366,1,corpus/1966/1966-EO-019-p031.md
1966-EO-019-p032,1966,ocr-vlm,scanned,1104,1,corpus/1966/1966-EO-019-p032.md
1966-EO-019-p033,1966,ocr-vlm,scanned,1031,1,corpus/1966/1966-EO-019-p033.md
1966-EO-019-p034,1966,ocr-vlm,scanned,900,1,corpus/1966/1966-EO-019-p034.md
1966-EO-019-p035,1966,ocr-vlm,scanned,866,1,corpus/1966/1966-EO-019-p035.md
1966-EO-019-p036,1966,ocr-vlm,scanned,1062,1,corpus/1966/1966-EO-019-p036.md
1966-EO-019-p037,1966,ocr-vlm,scanned,1068,1,corpus/1966/1966-EO-019-p037.md
1966-EO-019-p038,1966,ocr-vlm,scanned,169,1,corpus/1966/1966-EO-019-p038.md
1966-EO-019-p039,1966,ocr-vlm,scanned,775,1,corpus/1966/1966-EO-019-p039.md
1966-EO-019-p040,1966,ocr-vlm,scanned,1169,1,corpus/1966/1966-EO-019-p040.md
1966-EO-019-p041,1966,ocr-vlm,scanned,1181,1,corpus/1966/1966-EO-019-p041.md
1966-EO-019-p042,1966,ocr-vlm,scanned,360,1,corpus/1966/1966-EO-019-p042.md
1966-EO-019-p043,1966,ocr-vlm,scanned,1045,1,corpus/1966/1966-EO-019-p043.md
1966-EO-019-p044,1966,ocr-vlm,scanned,970,1,corpus/1966/1966-EO-019-p044.md
1966-EO-019-p045,1966,ocr-vlm,scanned,1042,1,corpus/1966/1966-EO-019-p045.md
1966-EO-019-p046,1966,ocr-vlm,scanned,205,1,corpus/1966/1966-EO-019-p046.md
1966-EO-019-p047,1966,ocr-vlm,scanned,1268,1,corpus/1966/1966-EO-019-p047.md
1966-EO-019-p048,1966,ocr-vlm,scanned,1345,1,corpus/1966/1966-EO-019-p048.md
1966-EO-019-p049,1966,ocr-vlm,scanned,1363,1,corpus/1966/1966-EO-019-p049.md
1966-EO-019-p050,1966,ocr-vlm,scanned,1177,1,corpus/1966/1966-EO-019-p050.md
1966-EO-019-p051,1966,ocr-vlm,scanned,2368,1,corpus/1966/1966-EO-019-p051.md
1966-EO-019-p052,1966,ocr-vlm,scanned,2377,1,corpus/1966/1966-EO-019-p052.md
1966-EO-020,1966,ocr-vlm,scanned,2145,1,corpus/1966/1966-EO-020.md
1966-EO-020-p054,1966,ocr-vlm,scanned,1021,1,corpus/1966/1966-EO-020-p054.md
1966-EO-021,1966,ocr-vlm,scanned,2571,1,corpus/1966/1966-EO-021.md
1966-EO-021-p056,1966,ocr-vlm,scanned,2949,1,corpus/1966/1966-EO-021-p056.md
1966-EO-021-p057,1966,ocr-vlm,scanned,3604,1,corpus/1966/1966-EO-021-p057.md
1966-EO-021-p058,1966,ocr-vlm,scanned,3802,1,corpus/1966/1966-EO-021-p058.md
1966-EO-021-p059,1966,ocr-vlm,scanned,2903,1,corpus/1966/1966-EO-021-p059.md
1966-EO-022,1966,ocr-vlm,scanned,2459,1,corpus/1966/1966-EO-022.md
1966-EO-023,1966,ocr-vlm,scanned,2310,1,corpus/1966/1966-EO-023.md
1966-EO-024,1966,ocr-vlm,scanned,2111,1,corpus/1966/1966-EO-024.md
1966-EO-025,1966,ocr-vlm,scanned,4439,1,corpus/1966/1966-EO-025.md
1966-EO-026,1966,ocr-vlm,scanned,3376,1,corpus/1966/1966-EO-026.md
1966-EO-027,1966,ocr-vlm,scanned,2464,1,corpus/1966/1966-EO-027.md
1966-EO-028,1966,ocr-vlm,scanned,1680,1,corpus/1966/1966-EO-028.md
1966-EO-028-p067,1966,ocr-vlm,scanned,1931,1,corpus/1966/1966-EO-028-p067.md
1966-EO-028-p068,1966,ocr-vlm,scanned,1863,1,corpus/1966/1966-EO-028-p068.md
1966-EO-028-p069,1966,ocr-vlm,scanned,1851,1,corpus/1966/1966-EO-028-p069.md
1966-EO-028-p070,1966,ocr-vlm,scanned,1709,1,corpus/1966/1966-EO-028-p070.md
1966-EO-028-p071,1966,ocr-vlm,scanned,1781,1,corpus/1966/1966-EO-028-p071.md
1966-EO-028-p072,1966,ocr-vlm,scanned,2099,1,corpus/1966/1966-EO-028-p072.md
1966-EO-028-p073,1966,ocr-vlm,scanned,2194,1,corpus/1966/1966-EO-028-p073.md
1966-EO-028-p074,1966,ocr-vlm,scanned,489,1,corpus/1966/1966-EO-028-p074.md
1966-EO-029,1966,ocr-vlm,scanned,4554,1,corpus/1966/1966-EO-029.md
1966-EO-030,1966,ocr-vlm,scanned,3710,1,corpus/1966/1966-EO-030.md
1966-EO-D0914,1966,ocr-vlm,scanned,1066,1,corpus/1966/1966-EO-D0914.md
1966-EO-031,1966,ocr-vlm,scanned,8846,2,corpus/1966/1966-EO-031.md
1966-EO-032,1966,ocr-vlm,scanned,1552,1,corpus/1966/1966-EO-032.md
1966-EO-032-p081,1966,ocr-vlm,scanned,3213,2,corpus/1966/1966-EO-032-p081.md
1966-EO-033,1966,ocr-vlm,scanned,1847,1,corpus/1966/1966-EO-033.md
1966-EO-033-p084,1966,ocr-vlm,scanned,1973,1,corpus/1966/1966-EO-033-p084.md
1966-EO-033-p085,1966,ocr-vlm,scanned,1166,1,corpus/1966/1966-EO-033-p085.md
1966-EO-034,1966,ocr-vlm,scanned,1707,1,corpus/1966/1966-EO-034.md
1966-EO-034-p087,1966,ocr-vlm,scanned,5402,3,corpus/1966/1966-EO-034-p087.md
1966-EO-035,1966,ocr-vlm,scanned,1408,1,corpus/1966/1966-EO-035.md
1966-EO-035-p091,1966,ocr-vlm,scanned,1925,1,corpus/1966/1966-EO-035-p091.md
1966-EO-035-p092,1966,ocr-vlm,scanned,2028,1,corpus/1966/1966-EO-035-p092.md
1966-EO-035-p093,1966,ocr-vlm,scanned,1429,1,corpus/1966/1966-EO-035-p093.md
1966-EO-035-p094,1966,ocr-vlm,scanned,1385,1,corpus/1966/1966-EO-035-p094.md
1967-EO-036,1967,ocr-vlm,scanned,2030,2,corpus/1967/1967-EO-036.md
1967-EO-037,1967,ocr-vlm,scanned,1785,1,corpus/1967/1967-EO-037.md
1967-EO-042,1967,ocr-vlm,scanned,182,1,corpus/1967/1967-EO-042.md
1967-EO-042-p099,1967,ocr-vlm,scanned,1554,1,corpus/1967/1967-EO-042-p099.md
1967-EO-042-p100,1967,ocr-vlm,scanned,2189,1,corpus/1967/1967-EO-042-p100.md
1967-EO-042-p101,1967,ocr-vlm,scanned,1977,1,corpus/1967/1967-EO-042-p101.md
1967-EO-042-p102,1967,ocr-vlm,scanned,1626,1,corpus/1967/1967-EO-042-p102.md
1967-EO-042-p103,1967,ocr-vlm,scanned,2152,1,corpus/1967/1967-EO-042-p103.md
1967-EO-042-p104,1967,ocr-vlm,scanned,183,1,corpus/1967/1967-EO-042-p104.md
1967-EO-042-p105,1967,ocr-vlm,scanned,2743,1,corpus/1967/1967-EO-042-p105.md
1967-EO-042-p106,1967,ocr-vlm,scanned,2953,1,corpus/1967/1967-EO-042-p106.md
1967-EO-042-p107,1967,ocr-vlm,scanned,3135,1,corpus/1967/1967-EO-042-p107.md
1967-EO-042-p108,1967,ocr-vlm,scanned,3419,1,corpus/1967/1967-EO-042-p108.md
1967-EO-042-p109,1967,ocr-vlm,scanned,181,1,corpus/1967/1967-EO-042-p109.md
1967-EO-042-p110,1967,ocr-vlm,scanned,1728,1,corpus/1967/1967-EO-042-p110.md
1967-EO-042-p111,1967,ocr-vlm,scanned,1406,1,corpus/1967/1967-EO-042-p111.md
1967-EO-042-p112,1967,ocr-vlm,scanned,2547,1,corpus/1967/1967-EO-042-p112.md
1967-EO-042-p113,1967,ocr-vlm,scanned,6542,2,corpus/1967/1967-EO-042-p113.md
1967-EO-042-p115,1967,ocr-vlm,scanned,3040,1,corpus/1967/1967-EO-042-p115.md
1967-EO-042-p116,1967,ocr-vlm,scanned,2695,1,corpus/1967/1967-EO-042-p116.md
1967-EO-042-p117,1967,ocr-vlm,scanned,947,1,corpus/1967/1967-EO-042-p117.md
1967-EO-043,1967,ocr-vlm,scanned,2144,1,corpus/1967/1967-EO-043.md
1967-EO-043-p119,1967,ocr-vlm,scanned,7854,6,corpus/1967/1967-EO-043-p119.md
1967-EO-044,1967,ocr-vlm,scanned,2001,1,corpus/1967/1967-EO-044.md
1967-EO-044-p126,1967,ocr-vlm,scanned,6457,4,corpus/1967/1967-EO-044-p126.md
1967-EO-045,1967,ocr-vlm,scanned,2027,1,corpus/1967/1967-EO-045.md
1967-EO-045-p131,1967,ocr-vlm,scanned,5319,4,corpus/1967/1967-EO-045-p131.md
1967-EO-046,1967,ocr-vlm,scanned,1838,1,corpus/1967/1967-EO-046.md
1967-EO-046-p136,1967,ocr-vlm,scanned,21079,6,corpus/1967/1967-EO-046-p136.md
1967-EO-047,1967,ocr-vlm,scanned,2081,1,corpus/1967/1967-EO-047.md
1967-EO-047-p143,1967,ocr-vlm,scanned,1589,2,corpus/1967/1967-EO-047-p143.md
1967-EO-048,1967,ocr-vlm,scanned,2115,1,corpus/1967/1967-EO-048.md
1967-EO-049,1967,ocr-vlm,scanned,2017,1,corpus/1967/1967-EO-049.md
1967-EO-016,1967,ocr-vlm,scanned,2361,1,corpus/1967/1967-EO-016.md
1967-EO-049-p148,1967,ocr-vlm,scanned,8140,4,corpus/1967/1967-EO-049-p148.md
1967-EO-049-p152,1967,ocr-vlm,scanned,2130,1,corpus/1967/1967-EO-049-p152.md
1967-EO-049-p153,1967,ocr-vlm,scanned,2241,1,corpus/1967/1967-EO-049-p153.md
1967-EO-049-p154,1967,ocr-vlm,scanned,2763,1,corpus/1967/1967-EO-049-p154.md
1967-EO-049-p155,1967,ocr-vlm,scanned,2437,1,corpus/1967/1967-EO-049-p155.md
1967-EO-049-p156,1967,ocr-vlm,scanned,1903,1,corpus/1967/1967-EO-049-p156.md
1967-EO-050,1967,ocr-vlm,scanned,5539,3,corpus/1967/1967-EO-050.md
1967-EO-051,1967,ocr-vlm,scanned,4376,2,corpus/1967/1967-EO-051.md
1967-EO-051-p162,1967,ocr-vlm,scanned,1422,1,corpus/1967/1967-EO-051-p162.md
1967-EO-052,1967,ocr-vlm,scanned,33884,15,corpus/1967/1967-EO-052.md
1967-EO-D1002,1967,ocr-vlm,scanned,864,1,corpus/1967/1967-EO-D1002.md
1967-EO-053,1967,ocr-vlm,scanned,1449,1,corpus/1967/1967-EO-053.md
1967-EO-054,1967,ocr-vlm,scanned,5226,4,corpus/1967/1967-EO-054.md
1967-EO-055,1967,ocr-vlm,scanned,4925,3,corpus/1967/1967-EO-055.md
1967-EO-056,1967,ocr-vlm,scanned,1927,1,corpus/1967/1967-EO-056.md
1967-EO-056-p188,1967,ocr-vlm,scanned,2239,1,corpus/1967/1967-EO-056-p188.md
1967-EO-056-p189,1967,ocr-vlm,scanned,324,1,corpus/1967/1967-EO-056-p189.md
1967-EO-057,1967,ocr-vlm,scanned,3298,2,corpus/1967/1967-EO-057.md
1967-EO-057-p192,1967,ocr-vlm,scanned,624,1,corpus/1967/1967-EO-057-p192.md
1966-EM-D0106,1966,ocr-vlm,scanned,2776,1,corpus/1966/1966-EM-D0106.md
1966-EM-D0210,1966,ocr-vlm,scanned,2052,1,corpus/1966/1966-EM-D0210.md
1966-EM-D0414,1966,ocr-vlm,scanned,4278,2,corpus/1966/1966-EM-D0414.md
1966-EM-D0919,1966,ocr-vlm,scanned,2252,1,corpus/1966/1966-EM-D0919.md
1966-EM-D1207,1966,ocr-vlm,scanned,2399,1,corpus/1966/1966-EM-D1207.md
1967-EM-D0217,1967,ocr-vlm,scanned,2074,1,corpus/1967/1967-EM-D0217.md
1967-EM-D0508,1967,ocr-vlm,scanned,1795,1,corpus/1967/1967-EM-D0508.md
1968-EM-D0104,1968,ocr-vlm,scanned,525,1,corpus/1968/1968-EM-D0104.md
1966-EM-D0106-p007,1966,ocr-vlm,scanned,2082,2,corpus/1966/1966-EM-D0106-p007.md
1966-EM-D0112,1966,ocr-vlm,scanned,1149,1,corpus/1966/1966-EM-D0112.md
1966-EM-021,1966,ocr-vlm,scanned,4856,3,corpus/1966/1966-EM-021.md
1966-EM-D0124,1966,ocr-vlm,scanned,2539,5,corpus/1966/1966-EM-D0124.md
1966-EM-024,1966,ocr-vlm,scanned,1409,1,corpus/1966/1966-EM-024.md
1966-EM-D0131,1966,ocr-vlm,scanned,702,1,corpus/1966/1966-EM-D0131.md
1966-EM-D0207,1966,ocr-vlm,scanned,563,1,corpus/1966/1966-EM-D0207.md
1966-EM-D0208,1966,ocr-vlm,scanned,448,1,corpus/1966/1966-EM-D0208.md
1966-EM-D0210-p022,1966,ocr-vlm,scanned,482,1,corpus/1966/1966-EM-D0210-p022.md
1966-EM-D0214,1966,ocr-vlm,scanned,955,1,corpus/1966/1966-EM-D0214.md
1966-EM-D0224,1966,ocr-vlm,scanned,1597,2,corpus/1966/1966-EM-D0224.md
1966-EM-D0228,1966,ocr-vlm,scanned,809,1,corpus/1966/1966-EM-D0228.md
1966-EM-D0301,1966,ocr-vlm,scanned,679,1,corpus/1966/1966-EM-D0301.md
1966-EM-D0324,1966,ocr-vlm,scanned,428,1,corpus/1966/1966-EM-D0324.md
1966-EM-D0329,1966,ocr-vlm,scanned,1944,2,corpus/1966/1966-EM-D0329.md
1966-EM-D0414-p031,1966,ocr-vlm,scanned,523,1,corpus/1966/1966-EM-D0414-p031.md
1966-EM-D0414-p032,1966,ocr-vlm,scanned,271,1,corpus/1966/1966-EM-D0414-p032.md
1966-EM-D0421,1966,ocr-vlm,scanned,7682,6,corpus/1966/1966-EM-D0421.md
1966-EM-D0509,1966,ocr-vlm,scanned,1150,1,corpus/1966/1966-EM-D0509.md
1966-EM-D0531,1966,ocr-vlm,scanned,6388,4,corpus/1966/1966-EM-D0531.md
1966-EM-D0630,1966,ocr-vlm,scanned,4134,3,corpus/1966/1966-EM-D0630.md
1966-EM-D0708,1966,ocr-vlm,scanned,1531,2,corpus/1966/1966-EM-D0708.md
1966-EM-D0709,1966,ocr-vlm,scanned,1029,1,corpus/1966/1966-EM-D0709.md
1966-EM-D0714,1966,ocr-vlm,scanned,1726,1,corpus/1966/1966-EM-D0714.md
1966-EM-D0718,1966,ocr-vlm,scanned,798,1,corpus/1966/1966-EM-D0718.md
1966-EM-D0725,1966,ocr-vlm,scanned,6148,4,corpus/1966/1966-EM-D0725.md
1966-EM-D0805,1966,ocr-vlm,scanned,1551,1,corpus/1966/1966-EM-D0805.md
1966-EM-D0812,1966,ocr-vlm,scanned,2783,2,corpus/1966/1966-EM-D0812.md
1966-EM-D0912,1966,ocr-vlm,scanned,3762,2,corpus/1966/1966-EM-D0912.md
1966-EM-D0916,1966,ocr-vlm,scanned,350,1,corpus/1966/1966-EM-D0916.md
1966-EM-D0919-p062,1966,ocr-vlm,scanned,1282,1,corpus/1966/1966-EM-D0919-p062.md
1966-EM-D0921,1966,ocr-vlm,scanned,983,1,corpus/1966/1966-EM-D0921.md
1966-EM-D0926,1966,ocr-vlm,scanned,2029,2,corpus/1966/1966-EM-D0926.md
1966-EM-D1004,1966,ocr-vlm,scanned,635,1,corpus/1966/1966-EM-D1004.md
1966-EM-D1010,1966,ocr-vlm,scanned,1060,1,corpus/1966/1966-EM-D1010.md
1966-EM-D1021,1966,ocr-vlm,scanned,1382,2,corpus/1966/1966-EM-D1021.md
1966-EM-D1102,1966,ocr-vlm,scanned,1921,2,corpus/1966/1966-EM-D1102.md
1966-EM-D1109,1966,ocr-vlm,scanned,1443,1,corpus/1966/1966-EM-D1109.md
1966-EM-D1123,1966,ocr-vlm,scanned,1064,1,corpus/1966/1966-EM-D1123.md
1966-EM-D1128,1966,ocr-vlm,scanned,2395,2,corpus/1966/1966-EM-D1128.md
1966-EM-D1207-p076,1966,ocr-vlm,scanned,942,1,corpus/1966/1966-EM-D1207-p076.md
1966-EM-D1228,1966,ocr-vlm,scanned,3467,3,corpus/1966/1966-EM-D1228.md
1967-EM-D0106,1967,ocr-vlm,scanned,3739,3,corpus/1967/1967-EM-D0106.md
1967-EM-D0113,1967,ocr-vlm,scanned,1761,2,corpus/1967/1967-EM-D0113.md
1967-EM-D0117,1967,ocr-vlm,scanned,1275,1,corpus/1967/1967-EM-D0117.md
1967-EM-D0123,1967,ocr-vlm,scanned,1129,1,corpus/1967/1967-EM-D0123.md
1967-EM-D0127,1967,ocr-vlm,scanned,1681,1,corpus/1967/1967-EM-D0127.md
1967-EM-D0130,1967,ocr-vlm,scanned,1457,1,corpus/1967/1967-EM-D0130.md
1967-EM-D0202,1967,ocr-vlm,scanned,4420,3,corpus/1967/1967-EM-D0202.md
1967-EM-D0209,1967,ocr-vlm,scanned,1366,1,corpus/1967/1967-EM-D0209.md
1967-EM-D0209-p093,1967,ocr-vlm,scanned,433,1,corpus/1967/1967-EM-D0209-p093.md
1967-EM-D0210,1967,ocr-vlm,scanned,1052,1,corpus/1967/1967-EM-D0210.md
1967-EM-D0217-p095,1967,ocr-vlm,scanned,1012,1,corpus/1967/1967-EM-D0217-p095.md
1967-EM-D0220,1967,ocr-vlm,scanned,660,1,corpus/1967/1967-EM-D0220.md
1967-EM-D0404,1967,ocr-vlm,scanned,663,1,corpus/1967/1967-EM-D0404.md
1967-EM-D0405,1967,ocr-vlm,scanned,1365,1,corpus/1967/1967-EM-D0405.md
1967-EM-D0414,1967,ocr-vlm,scanned,2889,3,corpus/1967/1967-EM-D0414.md
1967-EM-D0424,1967,ocr-vlm,scanned,560,1,corpus/1967/1967-EM-D0424.md
1967-EM-D0425,1967,ocr-vlm,scanned,1642,1,corpus/1967/1967-EM-D0425.md
1967-EM-D0427,1967,ocr-vlm,scanned,470,1,corpus/1967/1967-EM-D0427.md
1967-EM-D0428,1967,ocr-vlm,scanned,2198,3,corpus/1967/1967-EM-D0428.md
1967-EM-D0508-p108,1967,ocr-vlm,scanned,1061,1,corpus/1967/1967-EM-D0508-p108.md
1967-EM-D0512,1967,ocr-vlm,scanned,1604,1,corpus/1967/1967-EM-D0512.md
1967-EM-D0516,1967,ocr-vlm,scanned,2112,2,corpus/1967/1967-EM-D0516.md
1966-EM-D0801,1966,ocr-vlm,scanned,1468,1,corpus/1966/1966-EM-D0801.md
1966-EM-025,1966,ocr-vlm,scanned,1415,1,corpus/1966/1966-EM-025.md
1966-EM-025-p114,1966,ocr-vlm,scanned,1907,1,corpus/1966/1966-EM-025-p114.md
1966-EM-025-p115,1966,ocr-vlm,scanned,1152,1,corpus/1966/1966-EM-025-p115.md
1967-EM-D0601,1967,ocr-vlm,scanned,3782,3,corpus/1967/1967-EM-D0601.md
1967-EM-D0811,1967,ocr-vlm,scanned,1192,1,corpus/1967/1967-EM-D0811.md
1967-EM-D1015,1967,ocr-vlm,scanned,1918,2,corpus/1967/1967-EM-D1015.md
1967-EM-D0922,1967,ocr-vlm,scanned,6207,4,corpus/1967/1967-EM-D0922.md
1967-EM-D0508-p126,1967,ocr-vlm,scanned,4283,4,corpus/1967/1967-EM-D0508-p126.md
1968-EM-D0104-p130,1968,ocr-vlm,scanned,7298,6,corpus/1968/1968-EM-D0104-p130.md
1968-EM-D0412,1968,ocr-vlm,scanned,4892,3,corpus/1968/1968-EM-D0412.md
1968-EM-D0620,1968,ocr-vlm,scanned,1009,1,corpus/1968/1968-EM-D0620.md
1968-EM-D0709,1968,ocr-vlm,scanned,560,1,corpus/1968/1968-EM-D0709.md
1968-EM-D0717,1968,ocr-vlm,scanned,3150,3,corpus/1968/1968-EM-D0717.md
1968-EM-D0918,1968,ocr-vlm,scanned,1358,1,corpus/1968/1968-EM-D0918.md
1968-EM-D0927,1968,ocr-vlm,scanned,1875,1,corpus/1968/1968-EM-D0927.md
1968-EM-D0930,1968,ocr-vlm,scanned,1068,1,corpus/1968/1968-EM-D0930.md
1968-EM-D1021,1968,ocr-vlm,scanned,1484,1,corpus/1968/1968-EM-D1021.md
1968-EM-D1209,1968,ocr-vlm,scanned,1212,1,corpus/1968/1968-EM-D1209.md
1968-EM-D1216,1968,ocr-vlm,scanned,1325,1,corpus/1968/1968-EM-D1216.md
1968-EO-058,1968,ocr-vlm,scanned,2385,3,corpus/1968/1968-EO-058.md
1968-EO-059,1968,ocr-vlm,scanned,9896,10,corpus/1968/1968-EO-059.md
1968-EO-060,1968,ocr-vlm,scanned,4218,3,corpus/1968/1968-EO-060.md
1968-EO-061,1968,ocr-vlm,scanned,4434,6,corpus/1968/1968-EO-061.md
1968-EO-062,1968,ocr-vlm,scanned,1416,2,corpus/1968/1968-EO-062.md
1968-EO-062-p036,1968,ocr-vlm,scanned,3481,4,corpus/1968/1968-EO-062-p036.md
1968-EO-063,1968,ocr-vlm,scanned,1734,2,corpus/1968/1968-EO-063.md
1968-EO-063-p042,1968,ocr-vlm,scanned,1673,2,corpus/1968/1968-EO-063-p042.md
1968-EO-064,1968,ocr-vlm,scanned,2527,6,corpus/1968/1968-EO-064.md
1968-EO-065,1968,ocr-vlm,scanned,1820,2,corpus/1968/1968-EO-065.md
1968-EO-066,1968,ocr-vlm,scanned,1109,2,corpus/1968/1968-EO-066.md
1968-EO-067,1968,ocr-vlm,scanned,3756,4,corpus/1968/1968-EO-067.md
1968-EO-066-p058,1968,ocr-vlm,scanned,2380,1,corpus/1968/1968-EO-066-p058.md
1968-EO-069,1968,ocr-vlm,scanned,6017,8,corpus/1968/1968-EO-069.md
1968-EO-070,1968,ocr-vlm,scanned,2969,2,corpus/1968/1968-EO-070.md
1968-EO-070-p070,1968,ocr-vlm,scanned,2609,2,corpus/1968/1968-EO-070-p070.md
1968-EO-070-p072,1968,ocr-vlm,scanned,475,1,corpus/1968/1968-EO-070-p072.md
1968-EO-071,1968,ocr-vlm,scanned,34852,24,corpus/1968/1968-EO-071.md
1968-EO-072,1968,ocr-vlm,scanned,2343,4,corpus/1968/1968-EO-072.md
1968-EO-073,1968,ocr-vlm,scanned,4654,6,corpus/1968/1968-EO-073.md
1968-EO-074,1968,ocr-vlm,scanned,2108,6,corpus/1968/1968-EO-074.md
1968-EO-076,1968,ocr-vlm,scanned,1764,2,corpus/1968/1968-EO-076.md
1968-EO-076-p122,1968,ocr-vlm,scanned,363,3,corpus/1968/1968-EO-076-p122.md
1968-EO-077,1968,ocr-vlm,scanned,1863,1,corpus/1968/1968-EO-077.md
1968-EO-077-p126,1968,ocr-vlm,scanned,2408,1,corpus/1968/1968-EO-077-p126.md
1968-EO-077-p128,1968,ocr-vlm,scanned,2377,2,corpus/1968/1968-EO-077-p128.md
1968-EO-077-p130,1968,ocr-vlm,scanned,3569,2,corpus/1968/1968-EO-077-p130.md
1968-EO-077-p132,1968,ocr-vlm,scanned,1248,2,corpus/1968/1968-EO-077-p132.md
1968-EO-078,1968,ocr-vlm,scanned,2929,2,corpus/1968/1968-EO-078.md
1968-EO-078-p136,1968,ocr-vlm,scanned,12551,14,corpus/1968/1968-EO-078-p136.md
1968-EO-079,1968,ocr-vlm,scanned,1787,2,corpus/1968/1968-EO-079.md
1968-EO-079-p152,1968,ocr-vlm,scanned,9245,8,corpus/1968/1968-EO-079-p152.md
1968-EO-080,1968,ocr-vlm,scanned,2352,2,corpus/1968/1968-EO-080.md
1968-EO-080-p162,1968,ocr-vlm,scanned,5458,6,corpus/1968/1968-EO-080-p162.md
1968-EO-081,1968,ocr-vlm,scanned,2100,1,corpus/1968/1968-EO-081.md
1968-EO-081-p170,1968,ocr-vlm,scanned,8628,5,corpus/1968/1968-EO-081-p170.md
1968-EO-082,1968,ocr-vlm,scanned,1725,2,corpus/1968/1968-EO-082.md
1968-EO-082-p180,1968,ocr-vlm,scanned,2666,4,corpus/1968/1968-EO-082-p180.md
1968-EO-083,1968,ocr-vlm,scanned,1771,2,corpus/1968/1968-EO-083.md
1968-EO-084,1968,ocr-vlm,scanned,7572,8,corpus/1968/1968-EO-084.md
1968-EO-085,1968,ocr-vlm,scanned,1163,2,corpus/1968/1968-EO-085.md
1968-EO-085-p196,1968,ocr-vlm,scanned,845,2,corpus/1968/1968-EO-085-p196.md
1968-EO-086,1968,ocr-vlm,scanned,4381,6,corpus/1968/1968-EO-086.md
1968-EO-087,1968,ocr-vlm,scanned,29001,24,corpus/1968/1968-EO-087.md
1968-EO-088,1968,ocr-vlm,scanned,1919,4,corpus/1968/1968-EO-088.md
1968-EO-089,1968,ocr-vlm,scanned,1050,2,corpus/1968/1968-EO-089.md
1968-EO-090,1968,ocr-vlm,scanned,3371,4,corpus/1968/1968-EO-090.md
1968-EO-091,1968,ocr-vlm,scanned,3515,4,corpus/1968/1968-EO-091.md
1968-EO-092,1968,ocr-vlm,scanned,36,2,corpus/1968/1968-EO-092.md
