eo_id,year,text_source,classification,char_count,page_count,md_path
1968-EO-093,1968,ocr-vlm,scanned,5739,6,corpus/1968/1968-EO-093.md
1968-EO-094,1968,ocr-vlm,scanned,1891,4,corpus/1968/1968-EO-094.md
1969-EO-095,1969,ocr-vlm,scanned,1140,2,corpus/1969/1969-EO-095.md
1969-EO-095-p256,1969,ocr-vlm,scanned,993,1,corpus/1969/1969-EO-095-p256.md
1969-EO-096,1969,ocr-vlm,scanned,22,1,corpus/1969/1969-EO-096.md
1969-EO-096-p258,1969,ocr-vlm,scanned,2886,4,corpus/1969/1969-EO-096-p258.md
1969-EO-096-p262,1969,ocr-vlm,scanned,362,2,corpus/1969/1969-EO-096-p262.md
1969-EO-097,1969,ocr-vlm,scanned,6731,8,corpus/1969/1969-EO-097.md
1969-EO-097A,1969,ocr-vlm,scanned,6915,8,corpus/1969/1969-EO-097A.md
1969-EO-098,1969,ocr-vlm,scanned,4412,4,corpus/1969/1969-EO-098.md
1969-EO-099,1969,ocr-vlm,scanned,8949,9,corpus/1969/1969-EO-099.md
1969-EO-180,1969,ocr-vlm,scanned,28,1,corpus/1969/1969-EO-180.md
1969-EO-100,1969,ocr-vlm,scanned,2327,2,corpus/1969/1969-EO-100.md
1969-EO-D0701,1969,ocr-vlm,scanned,3877,3,corpus/1969/1969-EO-D0701.md
1969-EO-D0630,1969,ocr-vlm,scanned,1267,1,corpus/1969/1969-EO-D0630.md
1969-EO-D0701-p306,1969,ocr-vlm,scanned,1122,1,corpus/1969/1969-EO-D0701-p306.md
1969-EO-D0701-p308,1969,ocr-vlm,scanned,861,3,corpus/1969/1969-EO-D0701-p308.md
1969-EO-105,1969,ocr-vlm,scanned,2147,2,corpus/1969/1969-EO-105.md
1969-EO-107,1969,ocr-vlm,scanned,7365,8,corpus/1969/1969-EO-107.md
1969-EO-D0626,1969,ocr-vlm,scanned,23888,30,corpus/1969/1969-EO-D0626.md
1969-EO-D0701-p352,1969,ocr-vlm,scanned,1221,2,corpus/1969/1969-EO-D0701-p352.md
1969-EO-108,1969,ocr-vlm,scanned,3011,4,corpus/1969/1969-EO-108.md
1969-EO-109,1969,ocr-vlm,scanned,2908,2,corpus/1969/1969-EO-109.md
1969-EO-109-p360,1969,ocr-vlm,scanned,5367,6,corpus/1969/1969-EO-109-p360.md
1969-EO-110,1969,ocr-vlm,scanned,5389,6,corpus/1969/1969-EO-110.md
1969-EO-111,1969,ocr-vlm,scanned,10172,12,corpus/1969/1969-EO-111.md
1969-EO-112,1969,ocr-vlm,scanned,1847,2,corpus/1969/1969-EO-112.md
1968-EO-112,1968,ocr-vlm,scanned,466,4,corpus/1968/1968-EO-112.md
1969-EM-D0116,1969,ocr-vlm,scanned,5140,3,corpus/1969/1969-EM-D0116.md
1969-EM-D0325,1969,ocr-vlm,scanned,1669,1,corpus/1969/1969-EM-D0325.md
1970-EM-D0223,1970,ocr-vlm,scanned,37662,19,corpus/1970/1970-EM-D0223.md
1969-EM-D0718,1969,ocr-vlm,scanned,2019,1,corpus/1969/1969-EM-D0718.md
1969-EM-D0725,1969,ocr-vlm,scanned,2067,1,corpus/1969/1969-EM-D0725.md
1969-EM-D0805,1969,ocr-vlm,scanned,1063,1,corpus/1969/1969-EM-D0805.md
1969-EM-D0805-p031,1969,ocr-vlm,scanned,2709,2,corpus/1969/1969-EM-D0805-p031.md
1969-EM-D0811,1969,ocr-vlm,scanned,2795,5,corpus/1969/1969-EM-D0811.md
1969-EM-D1216,1969,ocr-vlm,scanned,18125,14,corpus/1969/1969-EM-D1216.md
1970-EM-D0127,1970,ocr-vlm,scanned,1251,1,corpus/1970/1970-EM-D0127.md
1970-EM-D0406,1970,ocr-vlm,scanned,3311,2,corpus/1970/1970-EM-D0406.md
1970-EM-D0409,1970,ocr-vlm,scanned,707,1,corpus/1970/1970-EM-D0409.md
1970-EM-D0413,1970,ocr-vlm,scanned,2082,2,corpus/1970/1970-EM-D0413.md
1970-EM-D0423,1970,ocr-vlm,scanned,7017,5,corpus/1970/1970-EM-D0423.md
1970-EM-D0706,1970,ocr-vlm,scanned,2734,2,corpus/1970/1970-EM-D0706.md
1970-EM-D0709,1970,ocr-vlm,scanned,3434,2,corpus/1970/1970-EM-D0709.md
1970-EM-019,1970,ocr-vlm,scanned,1643,1,corpus/1970/1970-EM-019.md
1969-EM-D0101,1969,ocr-vlm,scanned,4279,3,corpus/1969/1969-EM-D0101.md
1969-EM-D0626,1969,ocr-vlm,scanned,7916,6,corpus/1969/1969-EM-D0626.md
1971-EM-D0630,1971,ocr-vlm,scanned,14961,11,corpus/1971/1971-EM-D0630.md
1970-EM-D0701,1970,ocr-vlm,scanned,404,1,corpus/1970/1970-EM-D0701.md
1970-EM-D0814,1970,ocr-vlm,scanned,11076,8,corpus/1970/1970-EM-D0814.md
1970-EM-D0818,1970,ocr-vlm,scanned,443,1,corpus/1970/1970-EM-D0818.md
1970-EM-D0917,1970,ocr-vlm,scanned,2926,3,corpus/1970/1970-EM-D0917.md
1970-EM-D0921,1970,ocr-vlm,scanned,1365,1,corpus/1970/1970-EM-D0921.md
1970-EM-D0928,1970,ocr-vlm,scanned,2134,2,corpus/1970/1970-EM-D0928.md
1970-EM-D1103,1970,ocr-vlm,scanned,6526,7,corpus/1970/1970-EM-D1103.md
1970-EM-D1207,1970,ocr-vlm,scanned,1812,1,corpus/1970/1970-EM-D1207.md
1970-EM-D1218,1970,ocr-vlm,scanned,734,1,corpus/1970/1970-EM-D1218.md
1971-EM-D0111,1971,ocr-vlm,scanned,8078,5,corpus/1971/1971-EM-D0111.md
1971-EM-D0121,1971,ocr-vlm,scanned,4942,2,corpus/1971/1971-EM-D0121.md
1971-EM-D0311,1971,ocr-vlm,scanned,17837,12,corpus/1971/1971-EM-D0311.md
1971-EM-D0315,1971,ocr-vlm,scanned,907,1,corpus/1971/1971-EM-D0315.md
1971-EM-D0322,1971,ocr-vlm,scanned,820,1,corpus/1971/1971-EM-D0322.md
1971-EM-D0325,1971,ocr-vlm,scanned,1107,1,corpus/1971/1971-EM-D0325.md
1971-EM-D0326,1971,ocr-vlm,scanned,376,1,corpus/1971/1971-EM-D0326.md
1971-EM-D0401,1971,ocr-vlm,scanned,1149,1,corpus/1971/1971-EM-D0401.md
1971-EM-D0401-p137,1971,ocr-vlm,scanned,879,1,corpus/1971/1971-EM-D0401-p137.md
1971-EM-D0405,1971,ocr-vlm,scanned,689,1,corpus/1971/1971-EM-D0405.md
1971-EM-D0405-p139,1971,ocr-vlm,scanned,4745,3,corpus/1971/1971-EM-D0405-p139.md
1971-EM-D0423,1971,ocr-vlm,scanned,3171,2,corpus/1971/1971-EM-D0423.md
1971-EM-D0506,1971,ocr-vlm,scanned,7659,6,corpus/1971/1971-EM-D0506.md
1971-EM-D0610,1971,ocr-vlm,scanned,1291,1,corpus/1971/1971-EM-D0610.md
1971-EM-D0728,1971,ocr-vlm,scanned,1896,1,corpus/1971/1971-EM-D0728.md
1971-EM-D0802,1971,ocr-vlm,scanned,1816,2,corpus/1971/1971-EM-D0802.md
1971-EM-D0803,1971,ocr-vlm,scanned,1080,1,corpus/1971/1971-EM-D0803.md
1971-EM-D0223,1971,ocr-vlm,scanned,1457,1,corpus/1971/1971-EM-D0223.md
1971-EM-D0915,1971,ocr-vlm,scanned,6389,4,corpus/1971/1971-EM-D0915.md
1971-EM-D0930,1971,ocr-vlm,scanned,1714,2,corpus/1971/1971-EM-D0930.md
1971-EM-D1013,1971,ocr-vlm,scanned,365,1,corpus/1971/1971-EM-D1013.md
1971-EM-D1013-p163,1971,ocr-vlm,scanned,17203,12,corpus/1971/1971-EM-D1013-p163.md
1970-EO-001,1970,ocr-vlm,scanned,760,1,corpus/1970/1970-EO-001.md
1970-EO-002,1970,ocr-vlm,scanned,8838,6,corpus/1970/1970-EO-002.md
1970-EO-003,1970,ocr-vlm,scanned,2064,2,corpus/1970/1970-EO-003.md
1970-EO-004,1970,ocr-vlm,scanned,2562,2,corpus/1970/1970-EO-004.md
1970-EO-005,1970,ocr-vlm,scanned,1645,2,corpus/1970/1970-EO-005.md
1970-EO-D0323,1970,ocr-vlm,scanned,926,1,corpus/1970/1970-EO-D0323.md
1970-EO-006,1970,ocr-vlm,scanned,4526,4,corpus/1970/1970-EO-006.md
1970-EO-007,1970,ocr-vlm,scanned,2911,3,corpus/1970/1970-EO-007.md
1970-EO-008,1970,ocr-vlm,scanned,6916,6,corpus/1970/1970-EO-008.md
1970-EO-D0504,1970,ocr-vlm,scanned,11301,7,corpus/1970/1970-EO-D0504.md
1970-EO-010,1970,ocr-vlm,scanned,928,1,corpus/1970/1970-EO-010.md
1970-EO-011,1970,ocr-vlm,scanned,1733,2,corpus/1970/1970-EO-011.md
1970-EO-011-p090,1970,ocr-vlm,scanned,1738,2,corpus/1970/1970-EO-011-p090.md
1970-EO-012,1970,ocr-vlm,scanned,2361,2,corpus/1970/1970-EO-012.md
1970-EO-013,1970,ocr-vlm,scanned,1419,2,corpus/1970/1970-EO-013.md
1970-EO-014,1970,ocr-vlm,scanned,1925,1,corpus/1970/1970-EO-014.md
1970-EO-D0520,1970,ocr-vlm,scanned,1743,2,corpus/1970/1970-EO-D0520.md
1970-EO-D0501,1970,ocr-vlm,scanned,4883,2,corpus/1970/1970-EO-D0501.md
1970-EO-015,1970,ocr-vlm,scanned,1735,1,corpus/1970/1970-EO-015.md
1970-EO-D0616,1970,ocr-vlm,scanned,2638,6,corpus/1970/1970-EO-D0616.md
1970-EO-D0701,1970,ocr-vlm,scanned,1814,2,corpus/1970/1970-EO-D0701.md
1970-EO-D0605,1970,ocr-vlm,scanned,1278,2,corpus/1970/1970-EO-D0605.md
1970-EO-016,1970,ocr-vlm,scanned,1968,1,corpus/1970/1970-EO-016.md
1970-EO-D0616-p126,1970,ocr-vlm,scanned,2482,3,corpus/1970/1970-EO-D0616-p126.md
1970-EO-D0701-p132,1970,ocr-vlm,scanned,1474,1,corpus/1970/1970-EO-D0701-p132.md
1970-EO-017,1970,ocr-vlm,scanned,2004,2,corpus/1970/1970-EO-017.md
1970-EO-018,1970,ocr-vlm,scanned,1845,2,corpus/1970/1970-EO-018.md
1970-EO-D0701-p138,1970,ocr-vlm,scanned,2724,2,corpus/1970/1970-EO-D0701-p138.md
1971-EO-D0101,1971,ocr-vlm,scanned,2878,2,corpus/1971/1971-EO-D0101.md
1970-EO-D0701-p142,1970,ocr-vlm,scanned,2355,2,corpus/1970/1970-EO-D0701-p142.md
1970-EO-D0616-p144,1970,ocr-vlm,scanned,772,2,corpus/1970/1970-EO-D0616-p144.md
1970-EO-D0709,1970,ocr-vlm,scanned,3556,2,corpus/1970/1970-EO-D0709.md
1970-EO-020,1970,ocr-vlm,scanned,5699,4,corpus/1970/1970-EO-020.md
1970-EO-071,1970,ocr-vlm,scanned,88,1,corpus/1970/1970-EO-071.md
1970-EO-021,1970,ocr-vlm,scanned,6688,5,corpus/1970/1970-EO-021.md
1970-EO-022,1970,ocr-vlm,scanned,3083,3,corpus/1970/1970-EO-022.md
1970-EO-023,1970,ocr-vlm,scanned,3309,4,corpus/1970/1970-EO-023.md
1970-EO-024,1970,ocr-vlm,scanned,1804,2,corpus/1970/1970-EO-024.md
1970-EO-025,1970,ocr-vlm,scanned,2738,2,corpus/1970/1970-EO-025.md
1970-EO-026,1970,ocr-vlm,scanned,2069,2,corpus/1970/1970-EO-026.md
1970-EO-027,1970,ocr-vlm,scanned,3522,3,corpus/1970/1970-EO-027.md
1970-EO-028,1970,ocr-vlm,scanned,5511,4,corpus/1970/1970-EO-028.md
1970-EO-029,1970,ocr-vlm,scanned,6757,5,corpus/1970/1970-EO-029.md
1970-EO-D1130,1970,ocr-vlm,scanned,7904,5,corpus/1970/1970-EO-D1130.md
1970-EO-030,1970,ocr-vlm,scanned,3793,3,corpus/1970/1970-EO-030.md
1971-EO-031,1971,ocr-vlm,scanned,7277,6,corpus/1971/1971-EO-031.md
1971-EO-032,1971,ocr-vlm,scanned,1645,2,corpus/1971/1971-EO-032.md
1971-EO-033,1971,ocr-vlm,scanned,2791,2,corpus/1971/1971-EO-033.md
1971-EO-034,1971,ocr-vlm,scanned,3995,3,corpus/1971/1971-EO-034.md
1971-EO-035,1971,ocr-vlm,scanned,1598,1,corpus/1971/1971-EO-035.md
1971-EO-036,1971,ocr-vlm,scanned,3136,2,corpus/1971/1971-EO-036.md
1971-EO-037,1971,ocr-vlm,scanned,5136,3,corpus/1971/1971-EO-037.md
1971-EO-038,1971,ocr-vlm,scanned,5096,4,corpus/1971/1971-EO-038.md
1971-EO-D0715,1971,ocr-vlm,scanned,1964,1,corpus/1971/1971-EO-D0715.md
1971-EO-039,1971,ocr-vlm,scanned,2254,2,corpus/1971/1971-EO-039.md
1971-EO-040,1971,ocr-vlm,scanned,25768,14,corpus/1971/1971-EO-040.md
1971-EO-041,1971,ocr-vlm,scanned,1737,2,corpus/1971/1971-EO-041.md
1971-EO-041-p322,1971,ocr-vlm,scanned,1736,2,corpus/1971/1971-EO-041-p322.md
1971-EO-042,1971,ocr-vlm,scanned,1934,2,corpus/1971/1971-EO-042.md
1971-EO-043,1971,ocr-vlm,scanned,9288,5,corpus/1971/1971-EO-043.md
1971-EO-044,1971,ocr-vlm,scanned,1942,2,corpus/1971/1971-EO-044.md
1971-EO-045,1971,ocr-vlm,scanned,2351,2,corpus/1971/1971-EO-045.md
1971-EO-046,1971,ocr-vlm,scanned,1900,2,corpus/1971/1971-EO-046.md
1971-EO-047,1971,ocr-vlm,scanned,2134,2,corpus/1971/1971-EO-047.md
1971-EO-048,1971,ocr-vlm,scanned,30759,12,corpus/1971/1971-EO-048.md
1971-EO-049,1971,ocr-vlm,scanned,5833,4,corpus/1971/1971-EO-049.md
1971-EO-050,1971,ocr-vlm,scanned,6824,5,corpus/1971/1971-EO-050.md
1971-EO-051,1971,ocr-vlm,scanned,3096,2,corpus/1971/1971-EO-051.md
1971-EO-052,1971,ocr-vlm,scanned,7546,5,corpus/1971/1971-EO-052.md
1971-EO-053,1971,ocr-vlm,scanned,563,1,corpus/1971/1971-EO-053.md
1971-EO-054,1971,ocr-vlm,scanned,1500,1,corpus/1971/1971-EO-054.md
1971-EO-054-p416,1971,ocr-vlm,scanned,1510,2,corpus/1971/1971-EO-054-p416.md
1972-EO-055,1972,ocr-vlm,scanned,2211,2,corpus/1972/1972-EO-055.md
1972-EO-056,1972,ocr-vlm,scanned,1837,2,corpus/1972/1972-EO-056.md
1972-EO-057,1972,ocr-vlm,scanned,4803,3,corpus/1972/1972-EO-057.md
1972-EO-058,1972,ocr-vlm,scanned,4808,2,corpus/1972/1972-EO-058.md
1972-EO-059,1972,ocr-vlm,scanned,1744,2,corpus/1972/1972-EO-059.md
1972-EO-060,1972,ocr-vlm,scanned,849,1,corpus/1972/1972-EO-060.md
1972-EO-061,1972,ocr-vlm,scanned,1687,1,corpus/1972/1972-EO-061.md
1972-EO-062,1972,ocr-vlm,scanned,1888,1,corpus/1972/1972-EO-062.md
1972-EO-063,1972,ocr-vlm,scanned,2001,1,corpus/1972/1972-EO-063.md
1972-EO-064,1972,ocr-vlm,scanned,9724,5,corpus/1972/1972-EO-064.md
1972-EO-065,1972,ocr-vlm,scanned,1844,1,corpus/1972/1972-EO-065.md
1972-EO-066,1972,ocr-vlm,scanned,2091,1,corpus/1972/1972-EO-066.md
1972-EO-067,1972,ocr-vlm,scanned,1881,1,corpus/1972/1972-EO-067.md
1972-EO-068,1972,ocr-vlm,scanned,1912,1,corpus/1972/1972-EO-068.md
1972-EO-069,1972,ocr-vlm,scanned,2284,2,corpus/1972/1972-EO-069.md
1972-EO-070,1972,ocr-vlm,scanned,24748,19,corpus/1972/1972-EO-070.md
1972-EO-D0717,1972,ocr-vlm,scanned,5242,3,corpus/1972/1972-EO-D0717.md
1972-EO-072,1972,ocr-vlm,scanned,3923,3,corpus/1972/1972-EO-072.md
1973-EO-073,1973,ocr-vlm,scanned,3742,2,corpus/1973/1973-EO-073.md
1973-EO-074,1973,ocr-vlm,scanned,2345,2,corpus/1973/1973-EO-074.md
1973-EO-075,1973,ocr-vlm,scanned,11370,8,corpus/1973/1973-EO-075.md
1973-EO-076,1973,ocr-vlm,scanned,2379,2,corpus/1973/1973-EO-076.md
1973-EO-077,1973,ocr-vlm,scanned,2005,2,corpus/1973/1973-EO-077.md
1973-EO-078,1973,ocr-vlm,scanned,2027,2,corpus/1973/1973-EO-078.md
1973-EO-079,1973,ocr-vlm,scanned,2146,2,corpus/1973/1973-EO-079.md
1973-EO-080,1973,ocr-vlm,scanned,2795,2,corpus/1973/1973-EO-080.md
1973-EO-081,1973,ocr-vlm,scanned,3157,2,corpus/1973/1973-EO-081.md
1973-EO-082,1973,ocr-vlm,scanned,25498,19,corpus/1973/1973-EO-082.md
1973-EO-083,1973,ocr-vlm,scanned,12804,8,corpus/1973/1973-EO-083.md
1973-EO-084,1973,ocr-vlm,scanned,5107,4,corpus/1973/1973-EO-084.md
1973-EO-085,1973,ocr-vlm,scanned,8445,5,corpus/1973/1973-EO-085.md
1973-EO-086,1973,ocr-vlm,scanned,3998,4,corpus/1973/1973-EO-086.md
1973-EO-087,1973,ocr-vlm,scanned,14510,8,corpus/1973/1973-EO-087.md
1973-EO-088,1973,ocr-vlm,scanned,3626,2,corpus/1973/1973-EO-088.md
1972-AM-D0117,1972,ocr-vlm,scanned,1606,1,corpus/1972/1972-AM-D0117.md
1972-AM-D0119,1972,ocr-vlm,scanned,1516,1,corpus/1972/1972-AM-D0119.md
1972-AM-D0119-p012,1972,ocr-vlm,scanned,2048,2,corpus/1972/1972-AM-D0119-p012.md
1972-AM-D0218,1972,ocr-vlm,scanned,1705,1,corpus/1972/1972-AM-D0218.md
1972-AM-D0218-p018,1972,ocr-vlm,scanned,1609,1,corpus/1972/1972-AM-D0218-p018.md
1972-AM-D0224,1972,ocr-vlm,scanned,1082,1,corpus/1972/1972-AM-D0224.md
1972-AM-D0313,1972,ocr-vlm,scanned,14748,14,corpus/1972/1972-AM-D0313.md
1972-AM-D0327,1972,ocr-vlm,scanned,1787,1,corpus/1972/1972-AM-D0327.md
1972-AM-D0327-p052,1972,ocr-vlm,scanned,5897,3,corpus/1972/1972-AM-D0327-p052.md
1972-AM-D0405,1972,ocr-vlm,scanned,1617,1,corpus/1972/1972-AM-D0405.md
1972-AM-D0414,1972,ocr-vlm,scanned,1581,1,corpus/1972/1972-AM-D0414.md
1972-AM-D0419,1972,ocr-vlm,scanned,858,1,corpus/1972/1972-AM-D0419.md
1972-AM-D0425,1972,ocr-vlm,scanned,1666,1,corpus/1972/1972-AM-D0425.md
1972-AM-D0503,1972,ocr-vlm,scanned,2291,2,corpus/1972/1972-AM-D0503.md
1972-AM-D0627,1972,ocr-vlm,scanned,1598,1,corpus/1972/1972-AM-D0627.md
1972-AM-D0801,1972,ocr-vlm,scanned,2288,2,corpus/1972/1972-AM-D0801.md
1972-AM-D0803,1972,ocr-vlm,scanned,1849,3,corpus/1972/1972-AM-D0803.md
1972-AM-D1101,1972,ocr-vlm,scanned,1822,1,corpus/1972/1972-AM-D1101.md
1972-AM-D1120,1972,ocr-vlm,scanned,1041,1,corpus/1972/1972-AM-D1120.md
1972-AM-D1205,1972,ocr-vlm,scanned,7540,4,corpus/1972/1972-AM-D1205.md
1972-AM-D1208,1972,ocr-vlm,scanned,1280,1,corpus/1972/1972-AM-D1208.md
1972-AM-D1220,1972,ocr-vlm,scanned,667,1,corpus/1972/1972-AM-D1220.md
1973-AM-D0628,1973,ocr-vlm,scanned,989,1,corpus/1973/1973-AM-D0628.md
1973-AM-D0901,1973,ocr-vlm,scanned,2999,2,corpus/1973/1973-AM-D0901.md
1973-AM-D1105,1973,ocr-vlm,scanned,2485,2,corpus/1973/1973-AM-D1105.md
